Timestamp,Data
2023-02-11 23:33:58,1.04
2023-02-11 23:36:04,1.04
2023-02-11 23:38:07,1.04
2023-02-11 23:40:10,1.04
2023-02-11 23:42:19,1.06
2023-02-11 23:44:23,1.06
2023-02-11 23:46:25,1.06
2023-02-11 23:48:35,1.05
2023-02-11 23:50:37,1.05
2023-02-11 23:52:43,1.03
2023-02-11 23:54:49,1.05
2023-02-11 23:56:54,1.05
2023-02-11 23:58:57,1.04
2023-02-12 00:00:59,1.04
2023-02-12 00:03:03,1.04
2023-02-12 00:05:08,1.04
2023-02-12 00:07:15,1.04
2023-02-12 00:09:17,1.02
2023-02-12 00:11:18,1.02
2023-02-12 00:13:19,1.0
2023-02-12 00:15:21,1.01
2023-02-12 00:17:23,1.0
2023-02-12 00:19:25,1.0
2023-02-12 00:21:28,1.0
2023-02-12 00:23:29,1.0
2023-02-12 00:25:32,1.0
2023-02-12 00:27:35,1.0
2023-02-12 00:29:38,1.0
2023-02-12 00:31:41,1.0
2023-02-12 00:33:44,1.0
2023-02-12 00:35:48,1.0
2023-02-12 00:37:50,1.01
2023-02-12 00:39:52,1.01
2023-02-12 00:41:55,1.01
2023-02-12 00:43:58,1.02
2023-02-12 00:46:01,1.02
2023-02-12 00:48:05,1.02
2023-02-12 00:50:10,1.02
2023-02-12 00:52:14,1.02
2023-02-12 00:54:18,1.02
2023-02-12 00:56:21,1.02
2023-02-12 00:58:26,1.03
2023-02-12 01:00:29,1.02
2023-02-12 01:02:33,1.03
2023-02-12 01:04:37,1.03
2023-02-12 01:06:41,1.03
2023-02-12 01:08:45,1.04
2023-02-12 01:10:49,1.04
2023-02-12 01:12:53,1.04
2023-02-12 01:14:57,1.04
2023-02-12 01:16:59,1.04
2023-02-12 01:19:06,1.03
2023-02-12 01:21:09,1.03
2023-02-12 01:23:19,1.04
2023-02-12 01:25:32,1.04
2023-02-12 01:27:42,1.02
2023-02-12 01:29:52,1.03
2023-02-12 01:32:06,1.03
2023-02-12 01:34:18,1.04
2023-02-12 01:36:24,1.04
2023-02-12 01:38:36,0.91
2023-02-12 01:40:42,0.91
2023-02-12 01:42:52,0.84
2023-02-12 01:44:59,0.82
2023-02-12 01:47:05,0.82
2023-02-12 01:49:14,0.58
2023-02-12 01:51:22,0.53
2023-02-12 01:53:27,0.45
2023-02-12 01:55:35,0.42
2023-02-12 01:57:46,0.32
2023-02-12 01:59:52,0.19
2023-02-12 02:02:00,0.12
2023-02-12 02:04:11,0.0002
2023-02-12 02:06:22,0.0001
2023-02-12 02:08:30,0.0
2023-02-12 02:10:38,0.0
2023-02-12 02:12:46,0.0
2023-02-12 02:14:57,0.0
2023-02-12 02:17:04,0.0
2023-02-12 02:19:12,0.0
2023-02-12 02:21:20,0.0
2023-02-12 02:23:28,0.0
2023-02-12 02:26:07,0.0
Timestamp,Data
2023-02-11 23:24:06,1.04
2023-02-11 23:26:10,1.04
2023-02-11 23:28:11,1.04
2023-02-11 23:30:12,1.03
2023-02-11 23:32:13,1.04
2023-02-11 23:34:14,1.04
2023-02-11 23:36:24,1.04
2023-02-11 23:38:28,1.04
2023-02-11 23:40:33,1.04
2023-02-11 23:42:35,1.05
2023-02-11 23:44:39,1.06
2023-02-11 23:46:40,1.06
2023-02-11 23:48:48,1.05
2023-02-11 23:50:49,1.05
2023-02-11 23:52:51,1.05
2023-02-11 23:54:56,1.05
2023-02-11 23:57:00,1.05
2023-02-11 23:59:02,1.04
2023-02-12 00:01:04,1.04
2023-02-12 00:03:07,1.04
2023-02-12 00:05:11,1.04
2023-02-12 00:07:18,1.04
2023-02-12 00:09:20,1.02
2023-02-12 00:11:22,1.02
2023-02-12 00:13:23,1.0
2023-02-12 00:15:25,1.01
2023-02-12 00:17:27,1.0
2023-02-12 00:19:28,1.0
2023-02-12 00:21:29,1.0
2023-02-12 00:23:32,1.0
2023-02-12 00:25:35,1.0
2023-02-12 00:27:36,1.0
2023-02-12 00:29:38,1.0
2023-02-12 00:31:40,1.0
2023-02-12 00:33:44,1.0
2023-02-12 00:35:49,1.0
2023-02-12 00:37:50,1.01
2023-02-12 00:39:53,1.01
2023-02-12 00:41:55,1.01
2023-02-12 00:43:58,1.02
2023-02-12 00:46:02,1.02
2023-02-12 00:48:05,1.02
2023-02-12 00:50:12,1.02
2023-02-12 00:52:16,1.02
2023-02-12 00:54:18,1.02
2023-02-12 00:56:21,1.02
2023-02-12 00:58:25,1.03
2023-02-12 01:00:28,1.02
2023-02-12 01:02:33,1.03
2023-02-12 01:04:38,1.03
2023-02-12 01:06:41,1.03
2023-02-12 01:08:45,1.04
2023-02-12 01:10:50,1.04
2023-02-12 01:12:53,1.04
2023-02-12 01:14:58,1.04
2023-02-12 01:17:01,1.04
2023-02-12 01:19:05,1.03
2023-02-12 01:21:08,1.03
2023-02-12 01:23:19,1.04
2023-02-12 01:25:31,1.04
2023-02-12 01:27:42,1.02
2023-02-12 01:29:54,1.03
2023-02-12 01:32:05,1.03
2023-02-12 01:34:17,1.04
2023-02-12 01:36:24,1.04
2023-02-12 01:38:36,0.91
2023-02-12 01:40:42,0.91
2023-02-12 01:42:51,0.84
2023-02-12 01:44:59,0.82
2023-02-12 01:47:05,0.82
2023-02-12 01:49:13,0.58
2023-02-12 01:51:20,0.53
2023-02-12 01:53:28,0.45
2023-02-12 01:55:36,0.42
2023-02-12 01:57:45,0.32
2023-02-12 01:59:52,0.19
2023-02-12 02:02:00,0.12
2023-02-12 02:04:11,0.0002
2023-02-12 02:06:21,0.0001
2023-02-12 02:08:30,0.0
2023-02-12 02:10:39,0.0
2023-02-12 02:12:47,0.0
2023-02-12 02:14:57,0.0
2023-02-12 02:17:04,0.0
2023-02-12 02:19:12,0.0
2023-02-12 02:21:20,0.0
2023-02-12 02:23:28,0.0
2023-02-12 02:26:07,0.0
2023-02-11 20:04:49,0.0001
2023-02-11 20:05:19,0.0001
2023-02-11 20:10:16,0.0001
2023-02-11 20:15:21,0.0001
2023-02-11 20:20:18,0.0001
2023-02-12 12:10:47,0.8
2023-02-12 12:21:01,0.75
2023-02-12 12:25:19,0.78
2023-02-12 12:30:19,0.76
2023-02-12 12:35:20,0.72
2023-02-12 14:25:20,0.81
2023-02-12 14:30:20,0.8
2023-02-12 14:35:19,0.8
2023-02-12 14:40:19,0.82
2023-02-12 14:45:20,0.82
2023-02-12 14:50:19,0.75
2023-02-12 14:55:20,0.73
2023-02-12 15:00:20,0.72
2023-02-12 15:05:20,0.74
2023-02-12 15:10:20,0.74
2023-02-12 15:15:20,0.72
2023-02-12 15:20:19,0.68
2023-02-12 15:25:20,0.68
2023-02-12 15:30:22,0.63
2023-02-12 15:35:20,0.64
2023-02-12 15:40:20,0.6
2023-02-12 16:43:39,0.59
2023-02-12 16:52:05,0.57
2023-02-12 16:55:19,0.57
2023-02-12 17:00:18,0.57
2023-02-12 17:05:18,0.58
2023-02-12 17:10:18,0.54
2023-02-12 17:15:18,0.5
2023-02-12 17:20:18,0.55
2023-02-12 17:25:18,0.58
2023-02-12 17:30:18,0.54
2023-02-12 17:35:18,0.55
2023-02-12 17:40:18,0.55
2023-02-12 17:45:18,0.54
2023-02-12 17:50:18,0.6
2023-02-12 17:55:19,0.6
2023-02-12 18:00:19,0.62
2023-02-12 18:05:18,0.63
2023-02-12 18:10:18,0.64
2023-02-12 18:15:18,0.6
2023-02-12 18:20:18,0.61
2023-02-12 18:25:19,0.62
2023-02-12 18:30:19,0.61
2023-02-12 18:35:19,0.64
2023-02-12 18:40:18,0.61
2023-02-12 18:45:19,0.61
2023-02-12 18:50:19,0.6
2023-02-12 18:55:19,0.58
2023-02-12 19:00:19,0.52
2023-02-12 19:38:46,0.53
2023-02-12 19:40:19,0.55
2023-02-12 19:45:19,0.51
2023-02-12 19:50:19,0.55
2023-02-12 19:55:18,0.62
2023-02-12 20:00:18,0.6
2023-02-12 20:05:19,0.62
2023-02-12 20:10:18,0.66
2023-02-12 21:57:34,0.74
2023-02-12 22:00:20,0.77
2023-02-12 22:05:19,0.74
2023-02-12 22:10:20,0.72
2023-02-12 22:15:18,0.67
2023-02-12 22:20:18,0.63
2023-02-12 22:25:18,0.58
2023-02-12 22:30:18,0.54
2023-02-12 22:35:17,0.47
2023-02-12 22:40:19,0.44
2023-02-12 22:45:19,0.34
2023-02-12 22:50:19,0.26
2023-02-12 22:55:18,0.18
2023-02-12 23:00:19,0.0007000000000000001
2023-02-12 23:05:18,0.0
2023-02-12 23:10:19,0.0
2023-02-12 23:15:18,0.0001
2023-02-12 23:20:18,0.0
2023-02-12 23:25:19,0.0
2023-02-12 23:30:19,0.0
2023-02-12 23:35:18,0.0
2023-02-12 23:40:18,0.0
2023-02-12 23:45:20,0.0
2023-02-12 23:50:19,0.0
2023-02-12 23:55:18,0.0
2023-02-13 00:00:19,0.0
2023-02-13 00:08:07,0.0
2023-02-13 00:10:18,0.0
2023-02-13 09:35:15,0.78
2023-02-13 09:35:15,0.78
2023-02-13 09:35:20,0.78
2023-02-13 09:38:00,0.73
2023-02-13 10:13:14,0.79
2023-02-13 10:15:37,0.82
2023-02-13 10:18:26,0.84
2023-02-13 10:25:18,0.88
2023-02-13 10:25:43,0.88
2023-02-13 10:28:14,0.91
2023-02-13 10:30:34,0.94
2023-02-13 10:33:08,0.96
2023-02-13 10:42:44,0.96
2023-02-13 10:43:10,0.94
2023-02-13 10:45:32,0.93
2023-02-13 10:48:10,0.97
2023-02-13 10:50:50,0.99
2023-02-13 10:53:21,1.0
2023-02-13 10:55:34,0.99
2023-02-13 12:38:01,1.03
2023-02-13 12:40:24,1.0
2023-02-13 12:43:01,0.98
2023-02-13 12:45:20,0.98
2023-02-13 12:48:01,1.0
2023-02-13 12:50:20,0.98
2023-02-13 12:53:03,0.95
2023-02-13 13:41:24,0.92
2023-02-13 13:42:59,0.96
2023-02-13 13:45:19,0.88
2023-02-13 13:48:00,0.83
2023-02-13 13:50:19,0.82
2023-02-13 13:52:59,0.81
2023-02-13 13:55:20,0.8
2023-02-13 13:58:01,0.74
2023-02-13 14:00:19,0.74
2023-02-13 14:03:00,0.72
2023-02-13 14:05:21,0.76
2023-02-13 14:08:00,0.78
2023-02-13 14:10:20,0.82
2023-02-13 14:13:00,0.9
2023-02-13 15:25:20,0.92
2023-02-13 15:28:01,0.91
2023-02-13 15:30:20,0.9
2023-02-13 15:33:00,0.91
2023-02-13 15:35:20,0.88
2023-02-13 15:38:02,0.88
2023-02-13 15:40:20,0.9
2023-02-13 15:43:10,0.96
2023-02-13 15:45:20,0.92
2023-02-13 15:48:01,0.92
2023-02-13 15:50:21,0.96
2023-02-13 15:53:07,0.94
2023-02-13 15:55:21,0.93
2023-02-13 15:58:01,0.93
2023-02-13 16:00:19,0.94
2023-02-13 16:03:01,0.95
2023-02-13 16:05:20,1.01
2023-02-13 16:08:03,1.01
2023-02-13 16:10:20,1.0
2023-02-13 16:13:01,1.01
2023-02-13 16:15:22,1.04
2023-02-13 16:18:00,1.04
2023-02-13 16:20:20,1.04
2023-02-13 16:23:07,1.05
2023-02-13 16:25:20,1.04
2023-02-13 16:28:01,1.04
2023-02-13 16:30:20,1.04
2023-02-13 16:33:02,1.06
2023-02-13 16:35:20,1.05
2023-02-13 16:38:01,1.06
2023-02-13 16:40:19,1.06
2023-02-13 16:43:01,1.06
2023-02-13 16:45:20,1.06
2023-02-13 16:48:00,1.07
2023-02-13 16:50:20,1.04
2023-02-13 16:53:03,1.04
2023-02-13 16:55:21,1.04
2023-02-13 16:58:01,1.03
2023-02-13 17:00:21,1.04
2023-02-13 17:03:02,1.02
2023-02-13 17:05:20,1.02
2023-02-13 17:08:01,1.01
2023-02-13 17:10:21,1.0
2023-02-13 17:13:03,1.0
2023-02-13 17:15:20,1.0
2023-02-13 17:18:01,1.02
2023-02-13 17:20:20,1.0
2023-02-13 17:23:02,1.01
2023-02-13 17:25:20,1.01
2023-02-13 17:28:01,1.01
2023-02-13 17:30:20,1.0
2023-02-13 17:33:01,1.01
2023-02-13 17:35:22,1.02
2023-02-13 17:38:02,1.02
2023-02-13 17:40:20,1.01
2023-02-13 17:43:02,1.02
2023-02-13 19:40:20,1.04
2023-02-13 19:43:03,1.0
2023-02-13 19:45:21,1.0
2023-02-13 19:48:04,0.94
2023-02-13 19:50:20,0.92
2023-02-13 19:53:02,0.92
2023-02-13 19:55:21,0.88
2023-02-13 19:58:02,0.88
2023-02-13 20:00:20,0.92
2023-02-13 20:36:58,1.02
2023-02-13 20:38:02,1.02
2023-02-13 20:40:20,1.02
2023-02-13 20:43:01,1.03
2023-02-13 20:45:22,1.04
2023-02-13 20:48:01,1.04
2023-02-13 20:50:20,0.99
2023-02-13 20:53:01,1.04
2023-02-13 20:55:21,1.06
2023-02-13 20:58:02,1.09
2023-02-13 21:00:20,1.08
2023-02-13 21:03:01,1.09
2023-02-14 10:56:46,0.96
2023-02-14 10:58:09,0.96
2023-02-14 11:00:19,0.95
2023-02-14 11:01:49,0.94
2023-02-14 11:03:00,0.94
2023-02-14 11:05:20,0.93
2023-02-14 11:06:46,0.92
2023-02-14 11:07:59,0.92
2023-02-14 11:10:19,0.98
2023-02-14 11:11:48,0.96
2023-02-14 11:12:58,0.94
2023-02-14 11:15:17,0.95
2023-02-14 11:16:43,0.93
2023-02-14 11:17:58,0.97
2023-02-14 11:20:18,1.02
2023-02-14 11:21:43,1.03
2023-02-14 11:23:03,1.03
2023-02-14 11:25:22,1.02
2023-02-14 11:26:44,1.02
2023-02-14 11:27:59,1.02
2023-02-14 11:30:19,1.02
2023-02-14 11:31:43,1.01
2023-02-14 11:32:59,1.0
2023-02-14 11:35:20,1.01
2023-02-14 11:36:44,1.02
2023-02-14 11:38:01,1.0
2023-02-14 11:40:20,1.0
2023-02-14 11:41:44,1.01
2023-02-14 11:42:59,1.0
2023-02-14 11:45:20,0.99
2023-02-14 11:46:44,1.01
2023-02-14 11:47:59,1.04
2023-02-14 11:50:21,1.05
2023-02-14 11:51:43,1.06
2023-02-14 11:52:59,1.06
2023-02-14 11:55:19,1.05
2023-02-14 11:56:43,1.05
2023-02-14 11:57:59,1.05
2023-02-14 12:00:22,1.03
2023-02-14 12:01:43,1.03
2023-02-14 12:03:00,1.04
2023-02-14 12:05:20,1.04
2023-02-14 12:06:44,1.03
2023-02-14 12:07:59,1.04
2023-02-14 12:10:19,1.04
2023-02-14 12:11:45,1.04
2023-02-14 12:12:58,1.03
2023-02-14 12:15:19,1.04
2023-02-14 12:16:43,1.04
2023-02-14 12:18:01,1.03
2023-02-14 12:20:24,1.04
2023-02-14 12:21:45,1.04
2023-02-14 12:23:00,1.02
2023-02-14 12:25:25,1.02
2023-02-14 12:26:48,1.02
2023-02-14 12:27:59,1.01
2023-02-14 12:30:20,1.01
2023-02-14 12:31:44,1.01
2023-02-14 12:32:59,0.98
2023-02-14 12:35:20,0.98
2023-02-14 12:36:43,0.99
2023-02-14 12:37:59,0.98
2023-02-14 12:40:21,0.96
2023-02-14 12:41:43,0.98
2023-02-14 12:42:59,1.0
2023-02-14 12:45:20,1.0
2023-02-14 12:46:43,1.0
2023-02-14 12:48:00,1.0
2023-02-14 12:50:19,0.99
2023-02-14 12:51:43,0.98
2023-02-14 12:52:59,0.99
2023-02-14 12:55:21,0.99
2023-02-14 12:56:43,0.99
2023-02-14 12:57:59,0.98
2023-02-14 13:00:21,0.97
2023-02-14 13:01:43,0.94
2023-02-14 13:02:58,0.95
2023-02-14 13:05:19,0.96
2023-02-14 13:06:44,0.92
2023-02-14 13:07:59,0.9
2023-02-14 13:10:19,0.86
2023-02-14 13:11:44,0.9
2023-02-14 13:13:00,0.84
2023-02-14 13:15:23,0.88
2023-02-14 13:16:43,0.86
2023-02-14 13:17:58,0.82
2023-02-14 13:20:19,0.81
2023-02-14 13:21:45,0.84
2023-02-14 13:22:59,0.81
2023-02-14 13:25:19,0.84
2023-02-14 13:26:44,0.83
2023-02-14 13:27:59,0.84
2023-02-14 13:30:19,0.85
2023-02-14 13:31:44,0.86
2023-02-14 13:33:01,0.87
2023-02-14 13:35:18,0.88
2023-02-14 13:36:43,0.87
2023-02-14 13:37:59,0.88
2023-02-14 13:40:17,0.83
2023-02-14 13:41:44,0.8
2023-02-14 13:42:59,0.81
2023-02-14 13:49:39,0.77
2023-02-14 13:50:19,0.77
2023-02-14 13:51:43,0.79
2023-02-14 13:52:58,0.8
2023-02-14 13:56:44,0.78
2023-02-14 13:57:58,0.8
2023-02-14 14:00:19,0.84
2023-02-14 14:01:44,0.81
2023-02-14 14:02:59,0.79
2023-02-14 14:05:19,0.77
2023-02-14 14:06:43,0.79
2023-02-14 14:07:58,0.8
2023-02-14 14:10:18,0.8
2023-02-14 14:11:44,0.83
2023-02-14 14:12:59,0.8
2023-02-14 14:15:18,0.84
2023-02-14 14:16:43,0.85
2023-02-14 14:17:58,0.84
2023-02-14 14:20:19,0.84
2023-02-14 14:21:43,0.82
2023-02-14 14:22:59,0.85
2023-02-14 14:53:43,1.06
2023-02-14 14:55:20,1.06
2023-02-14 14:56:46,1.06
2023-02-14 14:58:01,1.07
2023-02-14 15:00:22,1.07
2023-02-14 15:01:46,1.06
2023-02-14 15:03:01,1.06
2023-02-14 15:05:22,1.07
2023-02-14 15:06:46,1.07
2023-02-14 15:08:01,1.06
2023-02-14 15:10:20,1.08
2023-02-14 15:11:46,1.06
2023-02-14 15:13:01,1.04
2023-02-14 15:15:21,1.02
2023-02-14 15:16:47,1.02
2023-02-14 15:18:01,1.0
2023-02-14 15:20:20,1.01
2023-02-14 15:21:46,0.99
2023-02-14 15:23:00,0.98
2023-02-14 15:26:45,0.94
2023-02-14 15:28:01,0.94
2023-02-14 15:31:47,0.88
2023-02-14 15:33:01,0.85
2023-02-14 15:36:46,0.85
2023-02-14 15:38:01,0.84
2023-02-14 15:41:47,0.82
2023-02-14 15:43:01,0.84
2023-02-14 15:46:48,0.86
2023-02-14 15:48:02,0.85
2023-02-14 16:02:36,0.98
2023-02-14 16:03:02,0.97
2023-02-14 16:06:48,0.92
2023-02-14 16:08:08,0.94
2023-02-14 16:11:46,0.93
2023-02-14 16:13:04,0.96
2023-02-14 16:16:47,0.96
2023-02-14 16:18:02,0.94
2023-02-14 16:21:48,0.92
2023-02-14 16:23:01,0.93
2023-02-14 16:26:47,0.98
2023-02-14 16:28:06,0.99
2023-02-14 16:31:46,1.01
2023-02-14 16:33:02,1.0
2023-02-14 16:36:48,1.02
2023-02-14 16:38:02,1.0
2023-02-14 16:41:48,1.02
2023-02-14 16:43:02,0.99
2023-02-14 16:46:46,0.99
2023-02-14 16:48:04,0.96
2023-02-14 16:51:47,0.95
2023-02-14 16:53:02,0.94
2023-02-14 16:56:46,0.88
2023-02-14 16:58:02,0.86
2023-02-14 17:21:46,0.72
2023-02-14 17:23:01,0.76
2023-02-14 17:26:46,0.83
2023-02-14 17:28:02,0.84
2023-02-14 17:31:46,0.8
2023-02-14 17:33:01,0.78
2023-02-14 17:36:45,0.78
2023-02-14 17:38:01,0.81
2023-02-14 17:41:45,0.82
2023-02-14 17:43:00,0.81
2023-02-14 17:46:47,0.8
2023-02-14 17:48:01,0.8
2023-02-14 18:06:45,0.87
2023-02-14 18:08:01,0.92
2023-02-14 18:11:46,0.95
2023-02-14 18:13:02,0.97
2023-02-14 18:55:32,0.96
2023-02-14 18:59:13,0.94
2023-02-14 18:59:15,0.94
2023-02-14 19:01:47,0.9
2023-02-14 19:03:02,0.92
2023-02-14 19:06:46,0.93
2023-02-14 19:08:02,0.94
2023-02-14 19:11:48,0.94
2023-02-15 12:06:46,0.86
2023-02-15 12:08:03,0.84
2023-02-15 12:08:38,0.84
2023-02-15 12:11:47,0.81
2023-02-15 12:13:01,0.83
2023-02-15 12:13:37,0.83
2023-02-15 12:16:46,0.8
2023-02-15 12:18:01,0.81
2023-02-15 12:18:38,0.83
2023-02-15 12:21:46,0.84
2023-02-15 12:23:01,0.85
2023-02-15 12:23:38,0.88
2023-02-15 12:26:46,0.88
2023-02-15 12:28:06,0.9
2023-02-15 12:28:37,0.89
2023-02-15 12:31:51,0.9
2023-02-15 12:33:02,0.9
2023-02-15 12:33:39,0.9
2023-02-15 12:42:03,0.94
2023-02-15 12:43:06,0.92
2023-02-15 12:43:40,0.93
2023-02-15 12:46:47,0.94
2023-02-15 12:48:01,0.9
2023-02-15 12:48:37,0.9
2023-02-15 12:51:48,0.93
2023-02-15 12:53:02,0.91
2023-02-15 12:53:38,0.91
2023-02-15 12:56:47,0.88
2023-02-15 12:58:02,0.88
2023-02-15 12:58:38,0.86
2023-02-15 13:01:46,0.82
2023-02-15 13:03:02,0.84
2023-02-15 13:03:38,0.84
2023-02-15 13:06:47,0.83
2023-02-15 13:08:02,0.82
2023-02-15 13:08:38,0.79
2023-02-15 13:11:47,0.84
2023-02-15 13:13:01,0.84
2023-02-15 13:13:38,0.82
2023-02-15 13:16:50,0.83
2023-02-15 13:18:03,0.82
2023-02-15 13:18:39,0.82
2023-02-15 13:21:47,0.86
2023-02-15 13:23:02,0.86
2023-02-15 13:23:39,0.86
2023-02-15 13:26:48,0.86
2023-02-15 13:28:05,0.85
2023-02-15 13:28:38,0.86
2023-02-15 13:31:46,0.86
2023-02-15 13:33:03,0.83
2023-02-15 13:33:40,0.8
2023-02-15 13:36:47,0.8
2023-02-15 13:38:01,0.81
2023-02-15 13:38:39,0.82
2023-02-15 13:41:48,0.82
2023-02-15 13:43:02,0.81
2023-02-15 13:43:41,0.79
2023-02-15 13:46:49,0.79
2023-02-15 13:48:04,0.8
2023-02-15 13:48:39,0.77
2023-02-15 13:51:49,0.77
2023-02-15 13:53:03,0.76
2023-02-15 13:53:39,0.78
2023-02-15 13:56:46,0.76
2023-02-15 13:58:02,0.78
2023-02-15 13:58:38,0.77
2023-02-15 14:20:28,0.77
2023-02-15 14:22:02,0.78
2023-02-15 14:23:10,0.78
2023-02-15 14:23:49,0.75
2023-02-15 14:26:48,0.8
2023-02-15 14:28:05,0.78
2023-02-15 14:28:40,0.8
2023-02-15 14:31:52,0.82
2023-02-15 14:33:05,0.84
2023-02-15 14:33:41,0.85
2023-02-15 14:36:49,0.88
2023-02-15 14:38:04,0.9
2023-02-15 15:27:27,0.94
2023-02-15 15:28:04,0.97
2023-02-15 15:28:39,1.0
2023-02-15 15:31:46,1.01
2023-02-15 15:33:01,1.02
2023-02-15 15:33:37,1.0
2023-02-15 15:36:45,1.01
2023-02-15 15:38:00,1.02
2023-02-15 15:38:37,1.0
2023-02-15 15:41:46,1.02
2023-02-15 15:43:01,1.0
2023-02-15 15:43:37,1.04
2023-02-15 16:26:45,1.0
2023-02-15 16:28:00,1.0
2023-02-15 16:28:37,0.98
2023-02-15 16:31:46,1.03
2023-02-15 16:33:00,1.04
2023-02-15 16:33:37,1.02
2023-02-15 16:36:47,1.02
2023-02-15 16:38:01,1.02
2023-02-15 16:38:37,1.02
2023-02-15 16:41:46,1.03
2023-02-15 16:43:01,1.04
2023-02-15 16:43:38,1.04
